,Facility Name,Resident Weeks,Covid Infections,Facility Infection Rate,County Infection Rate,Infection Score,Final Payment,Infection Rate,Rate Ratio
25846,MAYFLOWER HOME,142.0,0,0.0,1.55,0.22,28323,0.0,0.0
25847,UNITED PRESBYTERIAN HOME,196.0,0,0.0,1.43,0.28,36084,0.0,0.0
25848,HALCYON HOUSE,191.0,0,0.0,1.43,0.27,35164,0.0,0.0
25849,ST LUKE LUTHERAN NURSING HOME,283.0,0,0.0,1.42,0.4,52656,0.0,0.0
25850,LUTHERAN RETIREMENT HOME,149.0,0,0.0,0.98,0.15,18789,0.0,0.0
25851,RUTHVEN COMMUNITY CARE CENTER,136.0,0,0.0,2.56,0.35,44699,0.0,0.0
25852,GOLDENROD MANOR,136.0,0,0.0,0.98,0.13,17047,0.0,0.0
25853,ACCURA HEALTHCARE OF CRESCO,122.0,0,0.0,1.58,0.19,24798,0.0,0.0
25854,LAKESIDE LUTHERAN HOME,171.0,0,0.0,2.56,0.44,56203,0.0,0.0
25855,TRIPOLI NURSING & REHAB,76.0,0,0.0,2.01,0.15,19562,0.0,0.0
25856,CLARKSVILLE SKILLED NURSING & REHAB CENTER,121.0,0,0.0,1.25,0.15,19364,0.0,0.0
25857,"QHC WINTERSET NORTH, LLC",240.0,0,0.0,0.86,0.21,26401,0.0,0.0
25858,BLACKHAWK LIFE CARE CENTER,104.0,0,0.0,3.6,0.37,55991,0.0,0.0
25859,COMMUNITY CARE CENTER,232.0,0,0.0,0.8,0.19,23945,0.0,0.0
25860,HILLCREST HOME,180.0,0,0.0,2.01,0.36,46332,0.0,0.0
25861,ALGONA MANOR CARE CENTER,136.0,0,0.0,2.58,0.35,45083,0.0,0.0
25862,VALLEY VIEW VILLAGE,301.0,0,0.0,1.38,0.41,53252,0.0,0.0
25863,"MARTIN HEALTH CENTER, INC",184.0,0,0.0,1.4,0.26,27750,0.0,0.0
25864,DAVENPORT LUTHERAN HOME,301.0,0,0.0,1.2,0.36,46474,0.0,0.0
25865,LINN MANOR CARE CENTER,99.0,0,0.0,1.18,0.12,14996,0.0,0.0
25866,LUTHER MANOR COMMUNITIES,375.0,0,0.0,3.19,1.2,153732,0.0,0.0
25867,RAMSEY VILLAGE,168.0,0,0.0,1.38,0.23,35667,0.0,0.0
25868,CRESTRIDGE CARE CENTER,278.0,0,0.0,1.86,0.52,67331,0.0,0.0
25869,PARKVIEW MANOR CARE CENTER,119.0,0,0.0,1.96,0.23,29974,0.0,0.0
25870,PEARL VALLEY REHABILITATION AND NURSING AT ESTHERV,103.0,0,0.0,1.25,0.13,16514,0.0,0.0
25871,BETHANY LUTHERAN HOME,331.0,0,0.0,1.4,0.46,59495,0.0,0.0
25872,THE NEW HOMESTEAD,172.0,0,0.0,1.73,0.3,41388,0.0,0.0
25873,ACCURA HEALTHCARE OF SPIRIT LAKE,230.0,0,0.0,1.51,0.35,44483,0.0,0.0
25874,ACCURA HEALTHCARE OF SHENANDOAH,120.0,0,0.0,0.98,0.12,15041,0.0,0.0
25875,GARDEN VIEW CARE CENTER,185.0,0,0.0,0.98,0.18,23188,0.0,0.0
25876,"QHC HUMBOLDT NORTH, LLC",186.0,0,0.0,0.99,0.18,23733,0.0,0.0
25877,"ACCURA HEALTHCARE OF AURELIA, LLC",119.0,0,0.0,2.45,0.29,37393,0.0,0.0
25878,I O O F HOME AND COMMUNITY THERAPY CENTER,286.0,0,0.0,1.41,0.4,51679,0.0,0.0
25879,PRAIRIE RIDGE CARE CENTER,335.0,0,0.0,5.35,1.79,233277,0.0,0.0
25880,RICEVILLE FAMILY CARE AND THERAPY CENTER,108.0,0,0.0,1.98,0.21,27504,0.0,0.0
25881,METH-WICK HEALTH CENTER,249.0,0,0.0,1.18,0.29,37718,0.0,0.0
25882,WESLEY PARK CENTRE,230.0,0,0.0,1.76,0.41,52010,0.0,0.0
25883,WINDMILL MANOR,303.0,0,0.0,2.35,0.71,91300,0.0,0.0
25884,TABOR MANOR CARE CENTER,177.0,0,0.0,2.3,0.41,52236,0.0,0.0
25885,PARKVIEW HOME,111.0,0,0.0,5.86,0.65,83553,0.0,0.0
25886,ARBOR SPRINGS OF WEST DES MOINES L L C,207.0,0,0.0,1.14,0.24,36255,0.0,0.0
25887,VISTA WOODS CARE CENTER,129.0,0,0.0,1.85,0.24,36797,0.0,0.0
25888,THE VINTON LUTHERAN HOME,213.0,0,0.0,1.1,0.23,30122,0.0,0.0
25889,COUNTRY VIEW MANOR INC,148.0,0,0.0,2.64,0.39,50226,0.0,0.0
25890,ADEL ACRES,140.0,0,0.0,1.14,0.16,20434,0.0,0.0
25891,ENNOBLE NURSING AND REHABILITATION,249.0,0,0.0,3.19,0.8,102078,0.0,0.0
25892,MONROE CARE CENTER,178.0,0,0.0,1.78,0.32,48922,0.0,0.0
25893,HAWKEYE CARE CENTER DUBUQUE,259.0,0,0.0,3.19,0.83,106178,0.0,0.0
25894,"HIGHLAND RIDGE CARE CENTER, LLC",190.0,0,0.0,1.51,0.29,36925,0.0,0.0
25895,WEST RIDGE CARE CENTER,172.0,0,0.0,1.18,0.2,26054,0.0,0.0
25896,SHADY REST CARE CENTER,118.0,0,0.0,3.19,0.38,49516,0.0,0.0
25897,WEST POINT CARE CENTER INC,103.0,0,0.0,1.78,0.18,27258,0.0,0.0
25898,CRYSTAL HEIGHTS CARE CENTER,218.0,0,0.0,2.25,0.49,63015,0.0,0.0
25899,MANORCARE HEALTH SERVICES-UTICA RIDGE,366.0,0,0.0,1.2,0.44,56510,0.0,0.0
25900,OSSIAN SENIOR HOSPICE,156.0,0,0.0,1.5,0.23,30054,0.0,0.0
25901,PREMIER ESTATES OF MUSCATINE,242.0,0,0.0,0.91,0.22,34079,0.0,0.0
25902,MAQUOKETA CARE CENTER,123.0,0,0.0,1.86,0.23,29446,0.0,0.0
25903,URBANDALE HEALTH CARE CENTER,375.0,0,0.0,1.38,0.52,66344,0.0,0.0
25904,BETHANY HOME,255.0,0,0.0,3.19,0.81,104538,0.0,0.0
25905,NORTHBROOK MANOR CARE CENTER,211.0,0,0.0,1.18,0.25,38354,0.0,0.0
25906,OSKALOOSA CARE CENTER,276.0,0,0.0,2.25,0.62,87851,0.0,0.0
25907,CLARENCE NURSING HOME,184.0,0,0.0,1.28,0.23,30118,0.0,0.0
25908,SPURGEON MANOR,189.0,0,0.0,1.14,0.21,27586,0.0,0.0
25909,SAVANNAH HEIGHTS,117.0,0,0.0,5.86,0.69,90693,0.0,0.0
25910,BROOKLYN COMMUNITY ESTATES,155.0,0,0.0,1.55,0.24,30916,0.0,0.0
25911,"EDGEWATER, A WESLEYLIFE COMMUNITY",145.0,0,0.0,1.38,0.2,25653,0.0,0.0
25912,CEDAR MANOR NURSING HOME,202.0,0,0.0,1.28,0.26,33064,0.0,0.0
25913,KEYSTONE NURSING CARE CENTER INC,195.0,0,0.0,1.1,0.21,27576,0.0,0.0
25914,KENNYBROOK VILLAGE,150.0,0,0.0,1.38,0.21,26538,0.0,0.0
25915,THE COTTAGES,249.0,0,0.0,2.24,0.56,85939,0.0,0.0
25916,NEWTON VILLAGE HEALTH CARE CENTER,84.0,0,0.0,1.76,0.15,18995,0.0,0.0
25917,PRAIRIE VISTA VILLAGE,144.0,0,0.0,1.38,0.2,25476,0.0,0.0
25918,WILTON RETIREMENT COMMUNITY,96.0,0,0.0,0.91,0.09,11750,0.0,0.0
25919,NORTHRIDGE VILLAGE,137.0,0,0.0,2.84,0.39,59979,0.0,0.0
25920,PIONEER VALLEY LIVING AND REHAB,177.0,0,0.0,3.29,0.58,77738,0.0,0.0
25921,REHABILITATION CENTER OF LISBON,229.0,0,0.0,1.18,0.27,34688,0.0,0.0
25922,GRAND MEADOWS,110.0,0,0.0,3.19,0.35,54114,0.0,0.0
25923,WESTWING PLACE,257.0,0,0.0,1.65,0.42,54539,0.0,0.0
25924,MERCYONE SIOUXLAND MEDICAL CENTER,62.0,0,0.0,3.29,0.2,26208,0.0,0.0
25925,THE GARDENS OF CEDAR RAPIDS,139.0,0,0.0,1.18,0.16,21055,0.0,0.0
25926,THE SUITES AT WESTERN HOME COMMUNITIES,343.0,0,0.0,1.4,0.48,67055,0.0,0.0
25927,"BRIO OF JOHNSTON, LLC",121.0,0,0.0,1.38,0.17,21407,0.0,0.0
25928,TERRACE GLEN VILLAGE,130.0,0,0.0,1.18,0.15,19692,0.0,0.0
25929,ACCURA HEALTHCARE OF MANNING LLC,95.0,0,0.0,3.72,0.35,45360,0.0,0.0
25930,CHILDSERVE HABILITATION CENTER,234.0,0,0.0,1.38,0.32,41399,0.0,0.0
25931,VIRGINIA GAY HOSPITAL,140.0,0,0.0,1.1,0.15,19798,0.0,0.0
25932,BUCHANAN COUNTY HEALTH CENTER,142.0,0,0.0,1.31,0.19,23890,0.0,0.0
25933,ST ANTHONY'S REGIONAL HOSPITAL,263.0,0,0.0,3.72,0.98,125575,0.0,0.0
25934,GREENE COUNTY MEDICAL CENTER,174.0,0,0.0,1.35,0.23,30159,0.0,0.0
25935,STORY COUNTY HOSPITAL LTC,209.0,0,0.0,2.84,0.59,76251,0.0,0.0
25936,HEGG MEMORIAL HEALTH CENTER,232.0,1,4.31,5.35,0.24,37184,4.310344827586206,0.805607476635514
25937,PALO ALTO COUNTY HOSPITAL,88.0,0,0.0,2.56,0.23,28923,0.0,0.0
25938,WASHINGTON COUNTY HOSPITAL,35.0,0,0.0,1.43,0.05,6444,0.0,0.0
25939,HUMBOLDT COUNTY MEMORIAL HOSPI,95.0,0,0.0,0.99,0.09,12122,0.0,0.0
25940,MERCYONE CENTERVILLE MEDICAL CENTER,74.0,0,0.0,1.09,0.08,12385,0.0,0.0
25941,DAVIS CENTER,108.0,0,0.0,1.19,0.13,16561,0.0,0.0
25942,MEDICALODGES WICHITA,183.0,0,0.0,0.81,0.15,18938,0.0,0.0
25943,LIFE CARE CENTER OF OSAWATOMIE,170.0,0,0.0,1.32,0.22,28844,0.0,0.0
25944,"VIA CHRISTI VILLAGE MANHATTAN, INC",339.0,0,0.0,3.6,1.22,156826,0.0,0.0
25945,LEGACY ON 10TH AVENUE,225.0,0,0.0,0.83,0.19,23883,0.0,0.0
25946,DIVERSICARE OF HUTCHINSON,229.0,0,0.0,1.54,0.35,45166,0.0,0.0
25947,VILLA ST FRANCIS CATHOLIC CARE CENTER INC,579.0,0,0.0,1.22,0.71,90907,0.0,0.0
25948,KANSAS MASONIC HOME,245.0,0,0.0,0.81,0.2,30426,0.0,0.0
25949,DELMAR GARDENS OF LENEXA,666.0,0,0.0,1.22,0.81,104567,0.0,0.0
25950,MERRIAM GARDENS HEALTHCARE & REHABILITATION,331.0,0,0.0,1.22,0.4,62363,0.0,0.0
25951,"LAKEPOINT EL DORADO, LLC",207.0,0,0.0,1.84,0.38,48850,0.0,0.0
25952,VALLEY VIEW SENIOR LIFE,298.0,0,0.0,1.07,0.32,40769,0.0,0.0
25953,LEGACY AT SALINA,150.0,0,0.0,1.19,0.18,22995,0.0,0.0
25954,MEDICALODGES ATCHISON,149.0,0,0.0,1.77,0.26,33917,0.0,0.0
25955,BROOKSIDE RETIREMENT COMMUNITY,230.0,0,0.0,0.69,0.16,20364,0.0,0.0
25956,LAWRENCE MEMORIAL HOSPITAL SNF,53.0,0,0.0,1.78,0.09,12118,0.0,0.0
25957,LEXINGTON PARK NURSING & POST ACUTE CENTER,283.0,0,0.0,0.83,0.23,30040,0.0,0.0
25958,LIFE CARE CENTER OF ANDOVER,320.0,0,0.0,1.84,0.59,75517,0.0,0.0
25959,PROVIDENCE PLACE LTCU,152.0,0,0.0,1.46,0.22,28516,0.0,0.0
25960,SOUTHWEST MEDICAL CENTER SNF,5.0,0,0.0,3.83,0.02,2456,0.0,0.0
25961,WICHITA CENTER FOR REHABILITATION & HEALTHCARE,397.0,0,0.0,0.81,0.32,49302,0.0,0.0
25962,MCCRITE PLAZA HEALTH CENTER,163.0,0,0.0,0.83,0.13,17302,0.0,0.0
25963,TOPEKA CENTER FOR REHABILITATION AND HEALTHCARE,449.0,0,0.0,0.83,0.37,47661,0.0,0.0
25964,MEADOWLARK HILLS,419.0,0,0.0,3.6,1.51,193835,0.0,0.0
25965,VILLA ST JOSEPH,396.0,0,0.0,1.22,0.48,62175,0.0,0.0
25966,PINNACLE PARK NURSING & REHAB CENTER,226.0,0,0.0,1.19,0.27,36355,0.0,0.0
25967,SMOKY HILL REHABILITATION CENTER,262.0,0,0.0,1.19,0.31,48197,0.0,0.0
25968,THE FORUM AT OVERLAND PARK,128.0,0,0.0,1.22,0.16,20097,0.0,0.0
25969,STONEYBROOK RETIREMENT COMMUNITY,156.0,0,0.0,3.6,0.56,72168,0.0,0.0
25970,DOWNS OPERATOR LLC,143.0,0,0.0,0.22,0.03,4025,0.0,0.0
25971,"COLBY OPERATOR, LLC",122.0,0,0.0,2.51,0.31,39271,0.0,0.0
25972,WILSON OPERATOR LLC,134.0,0,0.0,0.29,0.04,4934,0.0,0.0
25973,GOOD SAMARITAN SOCIETY - PARSONS,197.0,0,0.0,0.73,0.14,18370,0.0,0.0
25974,DIVERSICARE OF CHANUTE,188.0,0,0.0,1.42,0.27,34302,0.0,0.0
25975,WESTVIEW OF DERBY,153.0,0,0.0,0.81,0.12,18113,0.0,0.0
25976,"ONAGA OPERATOR, LLC",159.0,0,0.0,1.09,0.17,22184,0.0,0.0
25977,FOUNTAINVIEW NURSING & REHAB CENTER,173.0,0,0.0,1.84,0.32,40826,0.0,0.0
25978,CHASE COUNTY OPERATOR LLC,110.0,0,0.0,1.42,0.16,19998,0.0,0.0
25979,MORAN MANOR,106.0,0,0.0,0.67,0.07,9076,0.0,0.0
25980,WINDSOR PLACE AT IOLA LLC,162.0,0,0.0,0.67,0.11,13871,0.0,0.0
25981,LANSING OPERATOR LLC,195.0,0,0.0,1.24,0.24,31078,0.0,0.0
25982,PARKWAY OPERATOR LLC,155.0,0,0.0,1.46,0.23,29078,0.0,0.0
25983,GOOD SAMARITAN SOCIETY - ELLSWORTH VILLAGE,152.0,0,0.0,0.29,0.04,5596,0.0,0.0
25984,PLEASANT VALLEY MANOR,190.0,0,0.0,0.62,0.12,15010,0.0,0.0
25985,GALENA NURSING & REHAB CENTER,153.0,0,0.0,3.23,0.49,63538,0.0,0.0
25986,DIVERSICARE OF LARNED,224.0,0,0.0,7.91,1.77,227531,0.0,0.0
25987,MEDICALODGES COFFEYVILLE,90.0,0,0.0,1.45,0.13,16789,0.0,0.0
25988,LOUISBURG HEALTHCARE & REHAB CENTER,158.0,0,0.0,1.32,0.21,26808,0.0,0.0
25989,DIVERSICARE OF COUNCIL GROVE,224.0,0,0.0,0.67,0.15,19188,0.0,0.0
25990,LAKEVIEW VILLAGE,527.0,0,0.0,1.22,0.64,88029,0.0,0.0
25991,MEDICALODGES GARDNER,283.0,0,0.0,1.22,0.35,44433,0.0,0.0
25992,EDWARDSVILLE OPERATOR LLC,380.0,0,0.0,1.46,0.56,74068,0.0,0.0
25993,HERITAGE HEALTH CARE CENTER,207.0,0,0.0,1.42,0.29,45322,0.0,0.0
25994,WELLSVILLE MANOR,215.0,0,0.0,0.85,0.18,23501,0.0,0.0
25995,DIVERSICARE OF SEDGWICK,198.0,0,0.0,0.46,0.09,13906,0.0,0.0
25996,OSAGE NURSING & REHABILITATION CENTER,159.0,0,0.0,0.69,0.11,14078,0.0,0.0
25997,SHARON LANE HEALTH SERVICES,233.0,0,0.0,1.22,0.28,36583,0.0,0.0
25998,MEDICALODGES FORT SCOTT,182.0,0,0.0,1.81,0.33,42199,0.0,0.0
25999,GOOD SAMARITAN SOCIETY - HUTCHINSON VILLAGE,210.0,0,0.0,1.54,0.32,41418,0.0,0.0
26000,MEDICALODGES COLUMBUS,89.0,0,0.0,3.23,0.29,44352,0.0,0.0
26001,SHAWNEE GARDENS HEALTHCARE & REHAB CENTER,455.0,0,0.0,1.22,0.56,85726,0.0,0.0
26002,WAKEFIELD OPERATOR  LLC,157.0,0,0.0,0.56,0.09,11334,0.0,0.0
26003,WICHITA OPERATOR LLC,150.0,0,0.0,0.81,0.12,17409,0.0,0.0
26004,MEDICALODGES KINSLEY,99.0,0,0.0,2.06,0.2,26118,0.0,0.0
26005,NORTH POINT SKILLED NURSING CENTER,183.0,0,0.0,1.32,0.24,33529,0.0,0.0
26006,BRANDON WOODS AT ALVAMAR,271.0,0,0.0,1.78,0.48,64745,0.0,0.0
26007,FLINT HILLS CARE AND REHABILITATION CENTER,133.0,0,0.0,1.48,0.2,30244,0.0,0.0
26008,LIFE CARE CENTER OF KANSAS CITY,214.0,0,0.0,1.46,0.31,40147,0.0,0.0
26009,MINNEAPOLIS HEALTH AND REHABILITATION,175.0,0,0.0,0.57,0.1,12800,0.0,0.0
26010,WHEATLAND NURSING & REHABILITATION CENTER,148.0,0,0.0,2.26,0.33,42954,0.0,0.0
26011,EUREKA NURSING CENTER,176.0,0,0.0,1.0,0.18,22662,0.0,0.0
26012,WINDSOR PLACE LLC,418.0,0,0.0,1.45,0.61,93569,0.0,0.0
26013,GREAT BEND HEALTH & REHAB CENTER,158.0,0,0.0,2.18,0.34,44259,0.0,0.0
26014,MEDICALODGES GODDARD,179.0,0,0.0,0.81,0.14,18524,0.0,0.0
26015,SMITH CENTER HEALTH AND REHAB,176.0,0,0.0,0.28,0.05,7313,0.0,0.0
26016,TOPEKA PRESBYTERIAN MANOR,172.0,0,0.0,0.83,0.14,18258,0.0,0.0
26017,RIVERBEND POST ACUTE REHABILITATION,336.0,0,0.0,1.46,0.49,63035,0.0,0.0
26018,STERLING VILLAGE,132.0,0,0.0,0.76,0.1,12882,0.0,0.0
26019,SALINA PRESBYTERIAN MANOR,192.0,0,0.0,1.19,0.23,29971,0.0,0.0
26020,WICHITA PRESBYTERIAN MANOR,159.0,0,0.0,0.81,0.13,16455,0.0,0.0
26021,NEWTON PRESBYTERIAN MANOR,182.0,0,0.0,0.46,0.08,13030,0.0,0.0
26022,PARSONS PRESBYTERIAN MANOR,104.0,0,0.0,0.73,0.08,11638,0.0,0.0
26023,EMPORIA PRESBYTERIAN MANOR,157.0,0,0.0,1.48,0.23,29751,0.0,0.0
26024,ARKANSAS CITY PRESBYTERIAN MANOR,186.0,0,0.0,0.89,0.17,21205,0.0,0.0
26025,CLAY CENTER PRESBYTERIAN MANOR,104.0,0,0.0,0.56,0.06,7508,0.0,0.0
26026,MEDICALODGES ARKANSAS CITY,157.0,0,0.0,0.89,0.14,17899,0.0,0.0
26027,"PRATT OPERATOR, LLC",178.0,0,0.0,0.85,0.15,22226,0.0,0.0
26028,NEODESHA  OPERATOR LLC,150.0,0,0.0,1.11,0.17,21459,0.0,0.0
26029,VILLAGE VILLA,122.0,0,0.0,0.88,0.11,13776,0.0,0.0
26030,EL DORADO OPERATOR LLC,125.0,0,0.0,1.84,0.23,29499,0.0,0.0
26031,WINFIELD SENIOR LIVING COMMUNITY,171.0,0,0.0,0.89,0.15,23394,0.0,0.0
26032,ROCK CREEK OF OTTAWA,300.0,0,0.0,0.85,0.26,32793,0.0,0.0
26033,HICKORY POINTE CARE & REHAB,137.0,0,0.0,0.88,0.12,15470,0.0,0.0
26034,CHERRYVALE NURSING AND REHABILITATION CENTER,171.0,0,0.0,1.45,0.25,31898,0.0,0.0
26035,GOOD SAMARITAN SOCIETY - LYONS,122.0,0,0.0,0.76,0.09,11906,0.0,0.0
26036,WELLINGTON OPERATOR LLC,159.0,0,0.0,0.89,0.14,18100,0.0,0.0
26037,"BALDWIN HEALTHCARE & REHAB CENTER, LLC",187.0,0,0.0,1.78,0.33,44455,0.0,0.0
26038,CLARIDGE COURT,134.0,0,0.0,1.22,0.16,21039,0.0,0.0
26039,SANDPIPER HEALTHCARE & REHABILITATION CENTER LLC,392.0,0,0.0,0.81,0.32,40568,0.0,0.0
26040,ALMA MANOR,174.0,0,0.0,0.5,0.09,11280,0.0,0.0
26041,HILLTOP LODGE HEALTH AND REHABILITATION,269.0,0,0.0,0.59,0.16,24258,0.0,0.0
26042,CAMBRIDGE PLACE,280.0,0,0.0,0.26,0.07,9258,0.0,0.0
26043,MEDICALODGES CLAY CENTER,105.0,0,0.0,0.56,0.06,7580,0.0,0.0
26044,"ARMA OPERATOR, LLC",180.0,0,0.0,3.37,0.61,77833,0.0,0.0
26045,GOOD SAMARITAN SOCIETY - DECATUR COUNTY,160.0,0,0.0,1.33,0.21,27246,0.0,0.0
26046,GOOD SAMARITAN SOCIETY - VALLEY VISTA,169.0,0,0.0,1.09,0.18,23579,0.0,0.0
26047,TOPSIDE MANOR INC,164.0,0,0.0,0.59,0.1,12889,0.0,0.0
26048,MEDICALODGES FRONTENAC,142.0,0,0.0,3.37,0.48,61402,0.0,0.0
26049,GOOD SAMARITAN SOCIETY - ATWOOD,138.0,0,0.0,3.36,0.46,59520,0.0,0.0
26050,LIFE CARE CENTER OF BURLINGTON,237.0,0,0.0,1.25,0.3,42412,0.0,0.0
26051,EASTRIDGE,106.0,0,0.0,1.15,0.12,15628,0.0,0.0
26052,APOSTOLIC CHRISTIAN HOME,320.0,0,0.0,1.15,0.37,47180,0.0,0.0
26053,THE CEDARS,270.0,0,0.0,0.62,0.17,21556,0.0,0.0
26054,WESLEY TOWERS INC,130.0,0,0.0,1.54,0.2,25640,0.0,0.0
26055,ASBURY PARK,365.0,0,0.0,0.46,0.17,21776,0.0,0.0
26056,SCHOWALTER VILLA,392.0,0,0.0,0.46,0.18,23387,0.0,0.0
26057,"YATES OPERATOR, LLC",124.0,0,0.0,0.64,0.08,10146,0.0,0.0
26058,ROSSVILLE HEALTHCARE & REHAB CENTER,271.0,0,0.0,0.83,0.22,34520,0.0,0.0
26059,CHENEY GOLDEN AGE HOME,166.0,0,0.0,0.81,0.13,17179,0.0,0.0
26060,BETHEL HEALTH CARE CENTER,239.0,0,0.0,0.46,0.11,14259,0.0,0.0
26061,BETHESDA HOME,169.0,0,0.0,0.55,0.09,11866,0.0,0.0
26062,BUHLER SUNSHINE HOME,194.0,0,0.0,1.54,0.3,38263,0.0,0.0
26063,PLEASANT VIEW HOME,412.0,0,0.0,0.62,0.26,32892,0.0,0.0
26064,PARKVIEW CARE CENTER,184.0,0,0.0,0.22,0.04,5179,0.0,0.0
26065,"CATHOLIC CARE CENTER, INC",584.0,0,0.0,0.81,0.47,62208,0.0,0.0
26066,"COUNTRY CARE, INC",166.0,0,0.0,1.24,0.21,26456,0.0,0.0
26067,MEDICALODGES PAOLA,264.0,0,0.0,1.32,0.35,44793,0.0,0.0
26068,PINE VILLAGE,226.0,0,0.0,0.62,0.14,18043,0.0,0.0
26069,ELMHAVEN EAST,111.0,0,0.0,0.73,0.08,10351,0.0,0.0
26070,FRANKFORT COMMUNITY CARE HOME,114.0,0,0.0,0.26,0.03,3769,0.0,0.0
26071,PROVIDENCE LIVING CENTER,275.0,0,0.0,0.83,0.23,29191,0.0,0.0
26072,LINCOLN PARK MANOR INC,141.0,0,0.0,0.34,0.05,6111,0.0,0.0
26073,MOUNT JOSEPH SENIOR VILLAGE LLC,152.0,0,0.0,0.46,0.07,10661,0.0,0.0
26074,SUNSET HOME INC,100.0,0,0.0,0.46,0.05,5845,0.0,0.0
26075,"LAKEPOINT AUGUSTA, LLC",241.0,0,0.0,1.84,0.44,56873,0.0,0.0
26076,SPRING HILL OPERATOR  LLC,144.0,0,0.0,1.22,0.18,23101,0.0,0.0
26077,CRESTVIEW NURSING & RESIDENTIAL LIVING,92.0,0,0.0,1.15,0.11,13564,0.0,0.0
26078,PARKVIEW HEIGHTS,131.0,0,0.0,1.3,0.17,21937,0.0,0.0
26079,"OSWEGO OPERATOR, LLC",121.0,0,0.0,0.73,0.09,11283,0.0,0.0
26080,MEDICALODGES JACKSON COUNTY,163.0,0,0.0,0.78,0.13,17259,0.0,0.0
26081,"MCPHERSON OPERATOR, LLC",162.0,0,0.0,0.62,0.1,12933,0.0,0.0
26082,LIFE CARE CENTER OF SENECA,200.0,0,0.0,1.15,0.23,29487,0.0,0.0
26083,MEDICALODGES GIRARD,86.0,0,0.0,3.37,0.29,37187,0.0,0.0
26084,RICHMOND HEALTHCARE & REHAB CENTER,210.0,0,0.0,0.85,0.18,22955,0.0,0.0
26085,HALSTEAD HEALTH AND REHABILITATION CENTER,143.0,0,0.0,0.46,0.07,8531,0.0,0.0
26086,ABERDEEN VILLAGE,196.0,0,0.0,1.22,0.24,30773,0.0,0.0
26087,"ML-OP OXFORD, LLC",92.0,0,0.0,0.89,0.08,10473,0.0,0.0
26088,ORCHARD GARDENS,291.0,0,0.0,0.81,0.23,30115,0.0,0.0
26089,CLEARWATER NURSING & REHABILITATION CENTER,153.0,0,0.0,0.81,0.12,19001,0.0,0.0
26090,VILLA MARIA,188.0,0,0.0,0.89,0.17,21402,0.0,0.0
26091,PEABODY HEALTH AND REHAB,175.0,0,0.0,0.55,0.1,12288,0.0,0.0
26092,WHEATRIDGE PARK CARE CENTER,185.0,0,0.0,3.83,0.71,90884,0.0,0.0
26093,TANGLEWOOD NURSING & REHABILITATION,185.0,0,0.0,0.83,0.15,19638,0.0,0.0
26094,MEDICALODGES INDEPENDENCE,164.0,0,0.0,1.45,0.24,30593,0.0,0.0
26095,"LAKEPOINT WICHITA, LLC",338.0,0,0.0,0.81,0.27,41975,0.0,0.0
26096,KANSAS CHRISTIAN HOME,227.0,0,0.0,0.46,0.11,13543,0.0,0.0
26097,PRAIRIE MISSION RETIREMENT VILLAGE,182.0,0,0.0,1.42,0.26,33207,0.0,0.0
26098,WESTY COMMUNITY CARE HOME,136.0,0,0.0,1.09,0.15,18975,0.0,0.0
26099,HILLSIDE VILLAGE OF DE SOTO,162.0,0,0.0,1.22,0.2,25435,0.0,0.0
26100,THE NICOL HOME,128.0,0,0.0,0.46,0.06,7481,0.0,0.0
26101,CHAPMAN VALLEY MANOR,122.0,0,0.0,1.37,0.17,21416,0.0,0.0
26102,ENTERPRISE ESTATES NURSING CENTER,136.0,0,0.0,1.37,0.19,23873,0.0,0.0
26103,LEONARDVILLE NURSING HOME,188.0,0,0.0,3.6,0.68,86971,0.0,0.0
26104,BROOKDALE ROSEHILL,302.0,0,0.0,1.22,0.37,56899,0.0,0.0
26105,LOGAN MANOR COMMUNITY HEALTH SERVICES,96.0,0,0.0,3.15,0.3,41375,0.0,0.0
26106,MOUNT HOPE NURSING CENTER,139.0,0,0.0,0.81,0.11,14385,0.0,0.0
26107,SALEM HOME,147.0,0,0.0,0.55,0.08,10322,0.0,0.0
26108,HOMESTEAD HEALTH CENTER,201.0,0,0.0,0.81,0.16,20801,0.0,0.0
26109,PRAIRIE SUNSET HOME INC,147.0,0,0.0,1.54,0.23,34791,0.0,0.0
26110,LEGACY AT HERINGTON,108.0,0,0.0,1.37,0.15,22750,0.0,0.0
26111,HOEGER HOUSE,97.0,0,0.0,1.22,0.12,18276,0.0,0.0
26112,PARK VILLA,119.0,0,0.0,0.46,0.05,6955,0.0,0.0
26113,LINN COMMUNITY NURSING HOME,151.0,0,0.0,0.55,0.08,12909,0.0,0.0
26114,PRATT REHABILITATION AND RESIDENCE CENTER,114.0,0,0.0,0.85,0.1,12377,0.0,0.0
26115,RIVERVIEW ESTATES,132.0,0,0.0,0.62,0.08,10538,0.0,0.0
26116,BRIGHTON GARDENS OF PRAIRIE VILLAGE,62.0,0,0.0,1.22,0.08,9734,0.0,0.0
26117,FAMILY HEALTH & REHABILITATION CENTER,186.0,0,0.0,0.81,0.15,23099,0.0,0.0
26118,MEDICALODGES EUDORA,226.0,0,0.0,1.78,0.4,51674,0.0,0.0
26119,THE PLAZA HEALTH SERVICES AT SANTA MARTA,140.0,0,0.0,1.22,0.17,21981,0.0,0.0
